region,municipality,year,Median of debt for All debts,Median of debt for Consumption debts and other debts,Median of debt for Debts charged on business activities and a source of income,Median of debt for Housing loan debts,Median of debt for Study loan debts,Mean of debt for All debts,Mean of debt for Consumption debts and other debts,Mean of debt for Debts charged on business activities and a source of income,Mean of debt for Housing loan debts,Mean of debt for Study loan debts,"B2N Operating surplus, net","B3N Mixed income, net","D11R Wages and salaries received, income","D12R Employer's social security contributions, income","D4OMR  Property income, (incl. holding gains and losses), income","D4K Property income, expenditure",B5N Net national income,"D62R Social benefits other than social transfers in kind, income","D7R Other current transfers, income","D5K Income, property and other direct taxes excl. capital taxes, expenditure",D61K Employer's social security contributions,"D7K Other current transfers, expenditure","B6N Disposable income, net"
01,224,2021,66022.0,16428.0,60644.0,82211.0,60644.0,95063.0,32587.0,124858.0,96616.0,124858.0,,,,,,,,,,,,,
01,224,2022,62773.0,16092.0,47865.0,77428.0,47865.0,88195.0,31114.0,91356.0,90316.0,91356.0,,,,,,,,,,,,,
01,224,2023,55276.0,16401.0,41833.0,70919.0,41833.0,81495.0,29769.0,79895.0,84247.0,79895.0,,,,,,,,,,,,,
01,224,2024,52348.0,16825.0,55614.0,67862.0,55614.0,80989.0,28542.0,96820.0,81878.0,96820.0,,,,,,,,,,,,,
01,235,2003,35652.0,9375.0,61101.0,97992.0,5358.0,113660.0,27605.0,144318.0,161991.0,7223.0,,,,,,,,,,,,,
01,235,2004,44047.0,10608.0,60263.0,120144.0,5869.0,131536.0,32915.0,177924.0,179322.0,7506.0,,,,,,,,,,,,,
01,235,2005,53819.0,10530.0,69272.0,140371.0,5151.0,150784.0,41612.0,185856.0,196365.0,6972.0,,,,,,,,,,,,,
01,235,2006,60785.0,11086.0,60785.0,148376.0,5756.0,163096.0,51390.0,185534.0,209059.0,7709.0,,,,,,,,,,,,,
01,235,2007,61331.0,9473.0,80545.0,151251.0,5501.0,170117.0,49734.0,214089.0,221956.0,7474.0,,,,,,,,,,,,,
01,235,2008,37292.0,4739.0,108409.0,155146.0,6538.0,157874.0,39379.0,249920.0,227670.0,8391.0,,,,,,,,,,,,,
01,235,2009,44288.0,4868.0,105649.0,161284.0,5882.0,164499.0,41763.0,271906.0,232899.0,8634.0,,,,,,,,,,,,,
01,235,2010,56394.0,5125.0,96734.0,166116.0,5406.0,177046.0,45158.0,246255.0,241004.0,8724.0,,,,,,,,,,,,,
01,235,2011,56164.0,5120.0,90088.0,169075.0,5426.0,173558.0,44202.0,206355.0,239383.0,7402.0,,,,,,,,,,,,,
01,235,2012,120452.0,19734.0,90077.0,180142.0,6024.0,221302.0,77587.0,206718.0,244346.0,8308.0,,,,,,,,,,,,,
01,235,2013,123358.0,23495.0,100735.0,180340.0,5694.0,227073.0,86787.0,189422.0,246157.0,7750.0,,,,,,,,,,,,,
01,235,2014,132996.0,24054.0,104560.0,182561.0,6526.0,233606.0,91361.0,191930.0,251262.0,8501.0,,,,,,,,,,,,,
01,235,2015,142082.0,19050.0,107657.0,184275.0,107657.0,239692.0,74190.0,242260.0,254343.0,242260.0,,,,,,,,,,,,,
01,235,2016,148174.0,23092.0,120013.0,185477.0,120013.0,255007.0,80343.0,279264.0,256238.0,279264.0,,,,,,,,,,,,,
01,235,2017,141052.0,20320.0,110219.0,191166.0,110219.0,243965.0,75682.0,255700.0,256545.0,255700.0,,,,,,,,,,,,,
01,235,2018,139141.0,22480.0,108475.0,186615.0,108475.0,253095.0,80403.0,270355.0,255610.0,270355.0,,,,,,,,,,,,,
01,235,2019,147460.0,23419.0,119666.0,193797.0,119666.0,259737.0,81589.0,279114.0,262449.0,279114.0,,,,,,,,,,,,,
01,235,2020,155356.0,25257.0,122075.0,205899.0,122075.0,267383.0,87780.0,259165.0,273717.0,259165.0,,,,,,,,,,,,,
01,235,2021,154080.0,25853.0,118435.0,211610.0,118435.0,275310.0,86976.0,260131.0,286322.0,260131.0,,,,,,,,,,,,,
01,235,2022,139190.0,25194.0,114857.0,204394.0,114857.0,263007.0,80171.0,267480.0,271694.0,267480.0,,,,,,,,,,,,,
01,235,2023,134746.0,22812.0,106294.0,191874.0,106294.0,241802.0,70244.0,230062.0,251675.0,230062.0,,,,,,,,,,,,,
01,235,2024,132834.0,22595.0,119179.0,192366.0,119179.0,240792.0,59365.0,239239.0,252281.0,239239.0,,,,,,,,,,,,,
01,245,2003,28333.0,8500.0,37179.0,66405.0,4515.0,58612.0,15895.0,57465.0,81543.0,6082.0,,,,,,,,,,,,,
01,245,2004,32122.0,8801.0,35259.0,76994.0,4505.0,66524.0,17251.0,63588.0,91723.0,6060.0,,,,,,,,,,,,,
01,245,2005,37865.0,9617.0,40441.0,85562.0,4640.0,75177.0,19370.0,74191.0,102033.0,6051.0,,,,,,,,,,,,,
01,245,2006,42973.0,10312.0,32860.0,93497.0,4403.0,83576.0,21160.0,76975.0,111834.0,5986.0,,,,,,,,,,,,,
01,245,2007,45958.0,9528.0,38834.0,102013.0,4498.0,87788.0,20996.0,81713.0,118512.0,6151.0,,,,,,,,,,,,,
01,245,2008,44845.0,8424.0,45678.0,103381.0,4584.0,88366.0,20218.0,94063.0,120993.0,6288.0,,,,,,,,,,,,,
01,245,2009,45395.0,7804.0,54372.0,108149.0,4627.0,90605.0,19965.0,100002.0,124944.0,6404.0,,,,,,,,,,,,,
01,245,2010,46525.0,7386.0,49575.0,108630.0,4589.0,91850.0,20170.0,93815.0,124759.0,6550.0,,,,,,,,,,,,,
01,245,2011,42872.0,6795.0,54922.0,106348.0,4699.0,89440.0,19653.0,77619.0,123406.0,6446.0,,,,,,,,,,,,,
01,245,2012,57617.0,10121.0,57353.0,107246.0,4733.0,96896.0,23938.0,93212.0,122771.0,6527.0,,,,,,,,,,,,,
01,245,2013,63270.0,11168.0,57207.0,105961.0,4841.0,98997.0,26877.0,94352.0,121422.0,6797.0,,,,,,,,,,,,,
01,245,2014,61227.0,10752.0,62197.0,104885.0,5035.0,97396.0,26599.0,100857.0,120548.0,6961.0,,,,,,,,,,,,,
01,245,2015,62780.0,9949.0,67764.0,106720.0,67764.0,98733.0,24402.0,97953.0,122517.0,97953.0,,,,,,,,,,,,,
01,245,2016,65904.0,11532.0,72495.0,108579.0,72495.0,102295.0,26725.0,106100.0,124419.0,106100.0,,,,,,,,,,,,,
01,245,2017,62101.0,12036.0,72595.0,108606.0,72595.0,102036.0,27008.0,107167.0,124978.0,107167.0,,,,,,,,,,,,,
01,245,2018,59953.0,12773.0,70231.0,107962.0,70231.0,100532.0,26769.0,110791.0,124831.0,110791.0,,,,,,,,,,,,,
01,245,2019,57393.0,13594.0,64992.0,109981.0,64992.0,100032.0,27383.0,102770.0,125899.0,102770.0,,,,,,,,,,,,,
01,245,2020,55921.0,14352.0,63557.0,112590.0,63557.0,101562.0,28518.0,101377.0,129674.0,101377.0,,,,,,,,,,,,,
01,245,2021,55192.0,14737.0,68726.0,112748.0,68726.0,103904.0,28744.0,105858.0,133285.0,105858.0,,,,,,,,,,,,,
01,245,2022,52265.0,14274.0,63208.0,106232.0,63208.0,99023.0,27647.0,100862.0,127028.0,100862.0,,,,,,,,,,,,,
01,245,2023,48038.0,14187.0,64274.0,100999.0,64274.0,92527.0,25580.0,91983.0,120266.0,91983.0,,,,,,,,,,,,,
01,245,2024,46743.0,14723.0,67635.0,101465.0,67635.0,91210.0,25101.0,96526.0,119604.0,96526.0,,,,,,,,,,,,,
01,257,2003,48611.0,10168.0,32823.0,82178.0,4885.0,83990.0,19570.0,64619.0,104404.0,6547.0,,,,,,,,,,,,,
01,257,2004,56684.0,10932.0,42068.0,94989.0,4988.0,97118.0,21980.0,79936.0,118543.0,6712.0,,,,,,,,,,,,,
01,257,2005,68233.0,11768.0,40332.0,109811.0,4852.0,111979.0,24971.0,98130.0,133689.0,6355.0,,,,,,,,,,,,,
01,257,2006,76254.0,12526.0,38822.0,120057.0,4707.0,121870.0,27551.0,89185.0,145835.0,6345.0,,,,,,,,,,,,,
01,257,2007,80062.0,11739.0,40283.0,128844.0,4979.0,127105.0,27782.0,82727.0,153232.0,6671.0,,,,,,,,,,,,,
01,257,2008,81563.0,9835.0,49873.0,134447.0,4822.0,128365.0,25609.0,105644.0,157806.0,6536.0,,,,,,,,,,,,,
01,257,2009,86451.0,9563.0,53913.0,138607.0,4697.0,133641.0,26482.0,110302.0,163658.0,6466.0,,,,,,,,,,,,,
01,257,2010,91169.0,9031.0,54897.0,141010.0,4750.0,137676.0,26463.0,118391.0,166631.0,6615.0,,,,,,,,,,,,,
01,257,2011,89581.0,8437.0,53638.0,140744.0,4622.0,136808.0,25875.0,117028.0,166081.0,6727.0,,,,,,,,,,,,,
01,257,2012,109256.0,13859.0,59953.0,140577.0,4802.0,148131.0,33779.0,118774.0,164049.0,6872.0,,,,,,,,,,,,,
01,257,2013,113800.0,14529.0,67029.0,139498.0,4718.0,150051.0,36382.0,114147.0,162067.0,6765.0,,,,,,,,,,,,,
01,257,2014,110631.0,14864.0,70987.0,135375.0,4979.0,148715.0,38951.0,133439.0,157938.0,7158.0,,,,,,,,,,,,,
01,257,2015,109781.0,13824.0,73998.0,138075.0,73998.0,150182.0,38052.0,126510.0,160049.0,126510.0,,,,,,,,,,,,,
01,257,2016,111961.0,15397.0,76655.0,137848.0,76655.0,152453.0,40535.0,129160.0,161856.0,129160.0,,,,,,,,,,,,,
01,257,2017,109516.0,16572.0,75429.0,137688.0,75429.0,151532.0,40338.0,123937.0,162869.0,123937.0,,,,,,,,,,,,,
01,257,2018,107447.0,16561.0,82763.0,136916.0,82763.0,150851.0,40076.0,130478.0,161888.0,130478.0,,,,,,,,,,,,,
01,257,2019,105768.0,17228.0,84956.0,138604.0,84956.0,149492.0,38152.0,134193.0,163269.0,134193.0,,,,,,,,,,,,,
01,257,2020,105517.0,18619.0,83814.0,143402.0,83814.0,153018.0,40663.0,133844.0,167663.0,133844.0,,,,,,,,,,,,,
01,257,2021,105531.0,19175.0,77113.0,145795.0,77113.0,155826.0,41099.0,125621.0,171844.0,125621.0,,,,,,,,,,,,,
01,257,2022,97218.0,18648.0,76868.0,140215.0,76868.0,146136.0,39154.0,113093.0,163779.0,113093.0,,,,,,,,,,,,,
01,257,2023,91649.0,18052.0,76968.0,134293.0,76968.0,137814.0,35337.0,114428.0,156515.0,114428.0,,,,,,,,,,,,,
01,257,2024,88662.0,18500.0,75017.0,134980.0,75017.0,137116.0,33383.0,115260.0,158015.0,115260.0,,,,,,,,,,,,,
01,407,2003,35361.0,9012.0,50276.0,41438.0,4576.0,67388.0,15018.0,103549.0,54559.0,6239.0,,,,,,,,,,,,,
01,407,2004,37398.0,10130.0,54111.0,47345.0,4493.0,71305.0,18046.0,98808.0,61422.0,6542.0,,,,,,,,,,,,,
01,407,2005,39977.0,10997.0,48350.0,49824.0,4795.0,77844.0,25798.0,99587.0,64889.0,6818.0,,,,,,,,,,,,,
01,407,2006,43360.0,12600.0,46089.0,61695.0,4074.0,84046.0,31377.0,90881.0,76045.0,5495.0,,,,,,,,,,,,,
01,407,2007,50669.0,12558.0,44601.0,73180.0,4298.0,90129.0,32993.0,88902.0,87044.0,6151.0,,,,,,,,,,,,,
01,407,2008,51903.0,10978.0,38622.0,76717.0,5382.0,94724.0,36367.0,85969.0,92241.0,6334.0,,,,,,,,,,,,,
01,407,2009,51609.0,11180.0,50871.0,77585.0,4778.0,98464.0,36614.0,92619.0,94730.0,6138.0,,,,,,,,,,,,,
01,407,2010,53394.0,11827.0,47615.0,81778.0,4437.0,101461.0,37536.0,86096.0,96861.0,5978.0,,,,,,,,,,,,,
01,407,2011,51536.0,10591.0,42746.0,78997.0,3754.0,97222.0,36029.0,86542.0,94512.0,5097.0,,,,,,,,,,,,,
01,407,2012,65734.0,14122.0,35630.0,77454.0,4266.0,107666.0,45807.0,80279.0,98291.0,5789.0,,,,,,,,,,,,,
01,407,2013,66983.0,13103.0,35900.0,75388.0,4086.0,107138.0,49826.0,79852.0,94396.0,5488.0,,,,,,,,,,,,,
01,407,2014,66021.0,12482.0,33640.0,75122.0,4570.0,102928.0,49019.0,70233.0,93139.0,6345.0,,,,,,,,,,,,,
01,407,2015,65114.0,13211.0,39359.0,72886.0,39359.0,108203.0,49464.0,88317.0,92981.0,88317.0,,,,,,,,,,,,,
01,407,2016,68833.0,14015.0,45015.0,72235.0,45015.0,111304.0,50749.0,99109.0,91040.0,99109.0,,,,,,,,,,,,,
01,407,2017,66287.0,16255.0,40406.0,68023.0,40406.0,106991.0,51681.0,90023.0,87560.0,90023.0,,,,,,,,,,,,,
01,407,2018,62688.0,19245.0,44258.0,64565.0,44258.0,103111.0,48682.0,107590.0,85212.0,107590.0,,,,,,,,,,,,,
01,407,2019,62948.0,18703.0,48111.0,63890.0,48111.0,108661.0,56157.0,99069.0,84244.0,99069.0,,,,,,,,,,,,,
01,407,2020,60793.0,18665.0,52549.0,63983.0,52549.0,109616.0,55922.0,125288.0,81278.0,125288.0,,,,,,,,,,,,,
01,407,2021,61087.0,17695.0,40748.0,62543.0,40748.0,99337.0,46994.0,108064.0,81009.0,108064.0,,,,,,,,,,,,,
01,407,2022,55814.0,16265.0,40332.0,62159.0,40332.0,95115.0,48258.0,97913.0,78446.0,97913.0,,,,,,,,,,,,,
01,407,2023,51072.0,16113.0,26973.0,58861.0,26973.0,89261.0,44930.0,86985.0,73388.0,86985.0,,,,,,,,,,,,,
01,407,2024,50524.0,16262.0,41864.0,57498.0,41864.0,89952.0,46482.0,80017.0,72429.0,80017.0,,,,,,,,,,,,,
01,434,2003,30957.0,9052.0,40526.0,48150.0,4347.0,55964.0,17142.0,76924.0,61539.0,5911.0,,,,,,,,,,,,,
01,434,2004,33692.0,9162.0,38310.0,55337.0,4305.0,61884.0,17807.0,77719.0,70788.0,6007.0,,,,,,,,,,,,,
01,434,2005,39126.0,11040.0,41220.0,61043.0,4423.0,70663.0,21555.0,81247.0,79966.0,5791.0,,,,,,,,,,,,,
01,434,2006,41762.0,11739.0,34501.0,68445.0,4249.0,76940.0,24701.0,76867.0,88382.0,5876.0,,,,,,,,,,,,,
01,434,2007,43750.0,11297.0,36683.0,74119.0,4106.0,82040.0,24517.0,78699.0,96068.0,5920.0,,,,,,,,,,,,,
01,434,2008,45422.0,11297.0,34615.0,80228.0,4072.0,85375.0,24477.0,77865.0,101464.0,5625.0,,,,,,,,,,,,,
01,434,2009,46320.0,10345.0,39926.0,82044.0,4226.0,86846.0,25187.0,77096.0,104431.0,5737.0,,,,,,,,,,,,,
01,434,2010,48644.0,10184.0,38752.0,86841.0,4085.0,91234.0,25054.0,85303.0,107363.0,6066.0,,,,,,,,,,,,,
01,434,2011,51420.0,9348.0,37349.0,87293.0,3972.0,91937.0,25091.0,83237.0,107744.0,6242.0,,,,,,,,,,,,,
01,434,2012,63552.0,12802.0,34539.0,88259.0,3788.0,98114.0,30296.0,84016.0,107619.0,5913.0,,,,,,,,,,,,,
01,434,2013,66029.0,13413.0,38424.0,88140.0,4044.0,98068.0,30602.0,81139.0,106261.0,5794.0,,,,,,,,,,,,,
01,434,2014,65655.0,14135.0,41317.0,86493.0,4440.0,98537.0,33337.0,80847.0,104394.0,5982.0,,,,,,,,,,,,,
01,434,2015,66544.0,12537.0,38583.0,86282.0,38583.0,98504.0,30961.0,84005.0,103774.0,84005.0,,,,,,,,,,,,,
01,434,2016,69043.0,14234.0,40888.0,86856.0,40888.0,101905.0,33677.0,86016.0,105091.0,86016.0,,,,,,,,,,,,,
01,434,2017,69732.0,15362.0,46886.0,88737.0,46886.0,103256.0,36464.0,90129.0,104208.0,90129.0,,,,,,,,,,,,,
01,434,2018,71116.0,17155.0,64009.0,86516.0,64009.0,103164.0,37031.0,90951.0,103579.0,90951.0,,,,,,,,,,,,,
01,434,2019,68974.0,17756.0,69624.0,85539.0,69624.0,101902.0,37706.0,98927.0,102345.0,98927.0,,,,,,,,,,,,,
01,434,2020,68308.0,17775.0,65079.0,86736.0,65079.0,102102.0,38089.0,102513.0,102989.0,102513.0,,,,,,,,,,,,,
01,434,2021,67741.0,18466.0,69414.0,86082.0,69414.0,100271.0,37332.0,94625.0,102042.0,94625.0,,,,,,,,,,,,,
01,434,2022,65121.0,18079.0,63004.0,80256.0,63004.0,95367.0,35983.0,89354.0,97076.0,89354.0,,,,,,,,,,,,,
01,434,2023,60463.0,17462.0,59987.0,76239.0,59987.0,90389.0,32824.0,90250.0,92976.0,90250.0,,,,,,,,,,,,,
01,434,2024,58797.0,17333.0,60046.0,73617.0,60046.0,88891.0,31153.0,92778.0,91563.0,92778.0,,,,,,,,,,,,,
01,444,2003,34520.0,8368.0,37964.0,64270.0,4190.0,63010.0,16445.0,65980.0,79424.0,5773.0,,,,,,,,,,,,,
01,444,2004,38164.0,9616.0,40243.0,72386.0,4111.0,71052.0,18842.0,68227.0,88538.0,5743.0,,,,,,,,,,,,,
01,444,2005,44870.0,10637.0,37483.0,83360.0,4281.0,81047.0,21464.0,71190.0,100395.0,5730.0,,,,,,,,,,,,,
01,444,2006,51442.0,10542.0,33508.0,92456.0,4303.0,90000.0,23526.0,70206.0,111167.0,5782.0,,,,,,,,,,,,,
01,444,2007,56451.0,10507.0,37372.0,100669.0,4223.0,98389.0,25416.0,75264.0,120594.0,5803.0,,,,,,,,,,,,,
01,444,2008,58442.0,10199.0,40178.0,103522.0,3917.0,100701.0,24136.0,94529.0,123170.0,5642.0,,,,,,,,,,,,,
01,444,2009,62108.0,10202.0,45131.0,107827.0,3774.0,103606.0,24867.0,94788.0,126634.0,5593.0,,,,,,,,,,,,,
01,444,2010,66580.0,9911.0,53735.0,111892.0,3940.0,107512.0,24881.0,99410.0,130187.0,5645.0,,,,,,,,,,,,,
01,444,2011,66784.0,9457.0,57031.0,112610.0,3882.0,106571.0,24474.0,100684.0,129572.0,5603.0,,,,,,,,,,,,,
01,444,2012,80961.0,12623.0,57255.0,111949.0,3876.0,112984.0,28457.0,108513.0,128559.0,5526.0,,,,,,,,,,,,,
01,444,2013,83621.0,13427.0,57095.0,109349.0,4123.0,114565.0,30663.0,106033.0,126680.0,5689.0,,,,,,,,,,,,,
01,444,2014,81881.0,13481.0,55920.0,107544.0,3878.0,112688.0,31311.0,110296.0,124570.0,5674.0,,,,,,,,,,,,,
01,444,2015,80865.0,12307.0,60850.0,107066.0,60850.0,112727.0,29725.0,112372.0,124438.0,112372.0,,,,,,,,,,,,,
01,444,2016,83642.0,14162.0,60250.0,105672.0,60250.0,114260.0,32127.0,119768.0,122744.0,119768.0,,,,,,,,,,,,,
01,444,2017,81291.0,14290.0,66688.0,103830.0,66688.0,112762.0,32802.0,115595.0,120969.0,115595.0,,,,,,,,,,,,,
01,444,2018,80487.0,14510.0,70398.0,101374.0,70398.0,112641.0,33430.0,126043.0,118124.0,126043.0,,,,,,,,,,,,,
01,444,2019,77754.0,15481.0,74627.0,100913.0,74627.0,110668.0,32669.0,130090.0,116836.0,130090.0,,,,,,,,,,,,,
01,444,2020,78253.0,16386.0,72164.0,101997.0,72164.0,111131.0,33076.0,131245.0,117680.0,131245.0,,,,,,,,,,,,,
01,444,2021,75723.0,16741.0,71555.0,101624.0,71555.0,110352.0,33680.0,126079.0,117102.0,126079.0,,,,,,,,,,,,,
01,444,2022,72003.0,16321.0,67466.0,97005.0,67466.0,105820.0,32190.0,121576.0,112617.0,121576.0,,,,,,,,,,,,,
01,444,2023,66208.0,15753.0,62631.0,91502.0,62631.0,98674.0,29325.0,112585.0,106277.0,112585.0,,,,,,,,,,,,,
01,444,2024,64753.0,16782.0,61037.0,90567.0,61037.0,97338.0,28447.0,110587.0,104655.0,110587.0,,,,,,,,,,,,,
01,504,2003,39916.0,10765.0,55327.0,42398.0,4810.0,60809.0,17632.0,78958.0,53178.0,6238.0,,,,,,,,,,,,,
01,504,2004,35756.0,12272.0,51665.0,44632.0,4757.0,66569.0,21852.0,80728.0,64892.0,6529.0,,,,,,,,,,,,,
01,504,2005,42269.0,13998.0,39211.0,53331.0,3917.0,73385.0,27219.0,70179.0,73611.0,6375.0,,,,,,,,,,,,,
01,504,2006,43085.0,13502.0,33801.0,62839.0,4027.0,80652.0,32321.0,62003.0,80538.0,6889.0,,,,,,,,,,,,,
01,504,2007,49093.0,14679.0,32274.0,60681.0,2829.0,84274.0,36933.0,68960.0,81137.0,6113.0,,,,,,,,,,,,,
01,504,2008,54483.0,15708.0,41512.0,72053.0,3557.0,97765.0,39471.0,79628.0,95598.0,5949.0,,,,,,,,,,,,,
01,504,2009,58716.0,14563.0,40113.0,76605.0,4449.0,98338.0,38582.0,87861.0,95455.0,6395.0,,,,,,,,,,,,,
01,504,2010,57061.0,14269.0,39213.0,76455.0,3754.0,101211.0,40697.0,88384.0,98038.0,5727.0,,,,,,,,,,,,,
01,504,2011,57337.0,13433.0,37483.0,86616.0,3385.0,103973.0,41843.0,86429.0,102761.0,4866.0,,,,,,,,,,,,,
01,504,2012,81269.0,15619.0,39315.0,92032.0,3208.0,114621.0,46142.0,87795.0,106951.0,4791.0,,,,,,,,,,,,,
01,504,2013,80986.0,15751.0,54609.0,88877.0,3780.0,115150.0,47414.0,111212.0,105045.0,5903.0,,,,,,,,,,,,,
01,504,2014,77436.0,16285.0,56426.0,95314.0,4790.0,111668.0,46430.0,104705.0,103210.0,6565.0,,,,,,,,,,,,,
01,504,2015,76056.0,15201.0,46564.0,94674.0,46564.0,112592.0,43096.0,113612.0,100283.0,113612.0,,,,,,,,,,,,,
01,504,2016,78873.0,15604.0,55291.0,89355.0,55291.0,114220.0,48160.0,117555.0,97193.0,117555.0,,,,,,,,,,,,,
01,504,2017,81099.0,15739.0,52471.0,88581.0,52471.0,113806.0,47328.0,116229.0,96679.0,116229.0,,,,,,,,,,,,,
01,504,2018,81391.0,15836.0,51168.0,81174.0,51168.0,114886.0,46382.0,130160.0,94142.0,130160.0,,,,,,,,,,,,,
01,504,2019,73942.0,16765.0,55395.0,73942.0,55395.0,108871.0,43880.0,148289.0,87600.0,148289.0,,,,,,,,,,,,,
01,504,2020,71973.0,18403.0,59871.0,74092.0,59871.0,109399.0,48199.0,135968.0,87687.0,135968.0,,,,,,,,,,,,,
01,504,2021,68748.0,18826.0,65887.0,70764.0,65887.0,103703.0,45394.0,133349.0,83594.0,133349.0,,,,,,,,,,,,,
01,504,2022,61013.0,18321.0,72309.0,62822.0,72309.0,93511.0,42589.0,130185.0,74709.0,130185.0,,,,,,,,,,,,,
01,504,2023,58969.0,16224.0,60778.0,63437.0,60778.0,88766.0,35829.0,121654.0,72492.0,121654.0,,,,,,,,,,,,,
01,504,2024,57875.0,17601.0,58424.0,60544.0,58424.0,89399.0,41399.0,109490.0,69833.0,109490.0,,,,,,,,,,,,,
01,505,2003,53949.0,12035.0,36427.0,70969.0,4281.0,77697.0,20275.0,70017.0,84635.0,5727.0,,,,,,,,,,,,,
01,505,2004,60857.0,12512.0,34945.0,84249.0,4314.0,88096.0,22531.0,72930.0,98603.0,5687.0,,,,,,,,,,,,,
01,505,2005,70009.0,12556.0,35848.0,95570.0,4417.0,99579.0,24599.0,77077.0,111665.0,5837.0,,,,,,,,,,,,,
01,505,2006,79554.0,14138.0,35240.0,107998.0,4124.0,110889.0,29221.0,74997.0,123772.0,5807.0,,,,,,,,,,,,,
01,505,2007,84721.0,13491.0,41238.0,117016.0,3984.0,118066.0,29693.0,76761.0,133618.0,5748.0,,,,,,,,,,,,,
01,505,2008,88404.0,12382.0,51066.0,121024.0,4235.0,122153.0,29149.0,98326.0,136655.0,5784.0,,,,,,,,,,,,,
01,505,2009,93553.0,12310.0,51660.0,125191.0,4213.0,124799.0,28698.0,91616.0,139704.0,5788.0,,,,,,,,,,,,,
01,505,2010,101086.0,12279.0,56649.0,129701.0,3890.0,128805.0,28439.0,98229.0,143224.0,5906.0,,,,,,,,,,,,,
01,505,2011,99772.0,10722.0,51075.0,130427.0,4012.0,128891.0,28653.0,87524.0,143188.0,5720.0,,,,,,,,,,,,,
01,505,2012,110478.0,14527.0,50073.0,129592.0,4206.0,134381.0,32887.0,92771.0,141613.0,5887.0,,,,,,,,,,,,,
01,505,2013,110016.0,14809.0,47665.0,127856.0,4292.0,133347.0,32272.0,112629.0,140235.0,5652.0,,,,,,,,,,,,,
01,505,2014,109688.0,14974.0,54121.0,126783.0,4208.0,132923.0,34868.0,110187.0,137369.0,6064.0,,,,,,,,,,,,,
01,505,2015,110670.0,14217.0,54471.0,127633.0,54471.0,133907.0,34859.0,105730.0,137935.0,105730.0,,,,,,,,,,,,,
01,505,2016,113252.0,16033.0,58966.0,125947.0,58966.0,134068.0,36051.0,119099.0,136404.0,119099.0,,,,,,,,,,,,,
01,505,2017,112676.0,16337.0,68662.0,125022.0,68662.0,134307.0,37730.0,124378.0,135588.0,124378.0,,,,,,,,,,,,,
01,505,2018,111433.0,16742.0,68662.0,124890.0,68662.0,132448.0,35625.0,124575.0,133886.0,124575.0,,,,,,,,,,,,,
01,505,2019,109074.0,17353.0,68571.0,122189.0,68571.0,131582.0,36445.0,127313.0,132586.0,127313.0,,,,,,,,,,,,,
01,505,2020,108289.0,18401.0,68282.0,121542.0,68282.0,133114.0,38406.0,126704.0,134395.0,126704.0,,,,,,,,,,,,,
01,505,2021,107717.0,19049.0,65818.0,121352.0,65818.0,133035.0,38082.0,119168.0,135333.0,119168.0,,,,,,,,,,,,,
01,505,2022,100050.0,18586.0,65378.0,114034.0,65378.0,125999.0,35508.0,112360.0,128046.0,112360.0,,,,,,,,,,,,,
01,505,2023,93470.0,18470.0,53319.0,107977.0,53319.0,117026.0,32501.0,90662.0,121163.0,90662.0,,,,,,,,,,,,,
01,505,2024,91213.0,19183.0,57628.0,105293.0,57628.0,115797.0,31557.0,91381.0,120106.0,91381.0,,,,,,,,,,,,,
01,543,2003,57320.0,9950.0,39205.0,86136.0,4578.0,84692.0,19010.0,67794.0,99365.0,6025.0,,,,,,,,,,,,,
01,543,2004,65180.0,11068.0,43773.0,96567.0,4328.0,95615.0,20879.0,74023.0,110968.0,5969.0,,,,,,,,,,,,,
01,543,2005,77713.0,12118.0,42907.0,109274.0,4292.0,108023.0,24032.0,76774.0,123459.0,5921.0,,,,,,,,,,,,,
01,543,2006,87808.0,13106.0,43789.0,121311.0,4405.0,118662.0,26335.0,80331.0,135449.0,6134.0,,,,,,,,,,,,,
01,543,2007,92698.0,12433.0,45343.0,128911.0,4255.0,125379.0,27272.0,78002.0,144489.0,6226.0,,,,,,,,,,,,,
01,543,2008,94136.0,11278.0,50671.0,130972.0,4020.0,125854.0,25499.0,93635.0,145119.0,5993.0,,,,,,,,,,,,,
01,543,2009,97634.0,10945.0,53615.0,135398.0,4127.0,128407.0,25320.0,93307.0,148853.0,6146.0,,,,,,,,,,,,,
01,543,2010,104073.0,10373.0,55473.0,140145.0,4198.0,132485.0,25208.0,93074.0,152077.0,6329.0,,,,,,,,,,,,,
01,543,2011,104152.0,9452.0,51327.0,139897.0,4242.0,132710.0,24370.0,89847.0,152747.0,6098.0,,,,,,,,,,,,,
01,543,2012,117700.0,13722.0,53592.0,137967.0,4090.0,140932.0,29336.0,88877.0,152360.0,6203.0,,,,,,,,,,,,,
01,543,2013,117211.0,14549.0,53012.0,135257.0,4116.0,141286.0,30990.0,93116.0,150721.0,6015.0,,,,,,,,,,,,,
01,543,2014,114733.0,14504.0,58847.0,132885.0,4292.0,139051.0,31700.0,95898.0,147986.0,6204.0,,,,,,,,,,,,,
01,543,2015,115355.0,14415.0,61611.0,134572.0,61611.0,140491.0,31992.0,95395.0,149035.0,95395.0,,,,,,,,,,,,,
01,543,2016,116521.0,16006.0,65798.0,133883.0,65798.0,142166.0,34393.0,95026.0,148837.0,95026.0,,,,,,,,,,,,,
