Municipality,Year,"A Agriculture, forestry and fishing Stock Of Enterprises (unit)",B Mining and quarrying Stock Of Enterprises (unit),C Manufacturing Stock Of Enterprises (unit),"D Electricity,  gas, steam and air conditioning supply Stock Of Enterprises (unit)","E Water supply: sewerage, waste management and remediation activities Stock Of Enterprises (unit)",F Construction Stock Of Enterprises (unit),G Wholesale and retail trade: repair of motor vehicles and motorcycles Stock Of Enterprises (unit),H Transportation and storage Stock Of Enterprises (unit),I Accommodation and food service activities Stock Of Enterprises (unit),J Information and communication Stock Of Enterprises (unit),K Financial and insurance activities Stock Of Enterprises (unit),L Real estate activities Stock Of Enterprises (unit),"M Professional, scientific and technical activities Stock of Enterprises (unit)",N Administrative and support service activities Stock Of Enterprises (unit),O Public administration and defence: compulsory social security Stock Of Enterprises (unit),P Education Stock Of Enterprises (unit),Q Human health and social work activities Stock Of Enterprises (unit),"R Arts, entertainment and recreation Stock Of Enterprises (unit)",S Other service activities Stock Of Enterprises (unit),T Activities of households as employers: undifferentiated goods- and services-producing activities of households for own use Stock Of Enterprises (unit),U Activities of extraterritorial organisations and bodies Stock Of Enterprises (unit),X Industry unknown Stock Of Enterprises (unit),Region
700,2005.0,28.0,,26.0,1.0,4.0,42.0,37.0,44.0,17.0,6.0,1.0,10.0,14.0,17.0,,2.0,5.0,3.0,12.0,,,,09
700,2006.0,29.0,,28.0,1.0,4.0,43.0,37.0,43.0,15.0,6.0,1.0,10.0,12.0,16.0,,3.0,5.0,3.0,12.0,,,,09
700,2007.0,30.0,,28.0,1.0,5.0,49.0,36.0,42.0,14.0,6.0,1.0,11.0,12.0,16.0,,1.0,6.0,3.0,12.0,,,,09
700,2008.0,28.0,,29.0,1.0,5.0,47.0,39.0,40.0,12.0,5.0,1.0,13.0,14.0,18.0,,1.0,6.0,2.0,13.0,,,,09
700,2009.0,28.0,,30.0,1.0,6.0,45.0,35.0,38.0,12.0,5.0,1.0,13.0,14.0,17.0,,1.0,7.0,2.0,14.0,,,,09
700,2010.0,29.0,,27.0,1.0,6.0,47.0,40.0,39.0,15.0,6.0,1.0,11.0,13.0,19.0,,,8.0,2.0,14.0,,,,09
700,2011.0,29.0,,25.0,1.0,7.0,48.0,39.0,40.0,17.0,6.0,1.0,12.0,14.0,18.0,,,9.0,2.0,15.0,,,,09
700,2012.0,30.0,,24.0,1.0,7.0,42.0,34.0,39.0,19.0,8.0,1.0,11.0,14.0,20.0,,1.0,9.0,2.0,17.0,,,,09
702,2005.0,30.0,2.0,44.0,1.0,5.0,37.0,50.0,26.0,11.0,4.0,1.0,25.0,18.0,15.0,,1.0,4.0,6.0,25.0,,,,06
702,2006.0,34.0,2.0,46.0,1.0,6.0,42.0,51.0,26.0,15.0,4.0,1.0,24.0,22.0,15.0,,1.0,4.0,5.0,21.0,,,,06
702,2007.0,36.0,2.0,47.0,1.0,7.0,50.0,49.0,24.0,13.0,6.0,1.0,23.0,20.0,15.0,,2.0,4.0,5.0,23.0,,,,06
702,2008.0,38.0,2.0,49.0,1.0,8.0,47.0,49.0,24.0,17.0,6.0,1.0,23.0,20.0,15.0,,4.0,5.0,5.0,22.0,,,,06
702,2009.0,39.0,1.0,47.0,1.0,8.0,48.0,46.0,21.0,15.0,7.0,1.0,22.0,22.0,16.0,,5.0,5.0,5.0,20.0,,,,06
702,2010.0,38.0,1.0,44.0,2.0,9.0,51.0,44.0,21.0,14.0,7.0,1.0,20.0,24.0,17.0,,4.0,4.0,3.0,21.0,,,,06
702,2011.0,37.0,1.0,42.0,2.0,10.0,53.0,45.0,23.0,15.0,8.0,1.0,19.0,23.0,20.0,,3.0,6.0,4.0,22.0,,,,06
702,2012.0,42.0,1.0,41.0,2.0,12.0,51.0,43.0,23.0,19.0,7.0,1.0,19.0,24.0,19.0,,2.0,7.0,4.0,20.0,,,,06
704,2005.0,14.0,1.0,46.0,,,103.0,41.0,46.0,8.0,2.0,,28.0,26.0,19.0,,2.0,,5.0,16.0,,,,02
704,2006.0,17.0,1.0,45.0,,,114.0,47.0,45.0,8.0,2.0,,29.0,29.0,23.0,,3.0,3.0,4.0,16.0,,,,02
704,2007.0,19.0,1.0,46.0,,,120.0,50.0,48.0,9.0,2.0,,29.0,32.0,24.0,,3.0,3.0,4.0,18.0,,,,02
704,2008.0,19.0,1.0,44.0,,,121.0,55.0,48.0,10.0,3.0,,28.0,35.0,26.0,,2.0,7.0,3.0,19.0,,,,02
704,2009.0,19.0,1.0,46.0,,,123.0,59.0,48.0,9.0,3.0,1.0,32.0,34.0,25.0,,2.0,8.0,2.0,21.0,,,,02
704,2010.0,24.0,1.0,44.0,,1.0,129.0,63.0,47.0,14.0,4.0,1.0,32.0,30.0,22.0,,3.0,10.0,1.0,22.0,,,,02
704,2011.0,24.0,1.0,47.0,,2.0,134.0,62.0,47.0,12.0,7.0,1.0,34.0,32.0,23.0,,6.0,10.0,2.0,23.0,,,,02
704,2012.0,24.0,1.0,45.0,1.0,3.0,136.0,66.0,49.0,13.0,8.0,1.0,35.0,36.0,27.0,,7.0,10.0,3.0,23.0,,,,02
707,2005.0,25.0,3.0,20.0,1.0,3.0,22.0,16.0,17.0,3.0,1.0,1.0,5.0,9.0,7.0,,2.0,2.0,2.0,9.0,,,,12
707,2006.0,29.0,3.0,21.0,1.0,3.0,24.0,14.0,17.0,1.0,1.0,1.0,5.0,11.0,8.0,,2.0,3.0,2.0,9.0,,,,12
707,2007.0,31.0,3.0,20.0,1.0,3.0,25.0,15.0,15.0,2.0,2.0,1.0,6.0,12.0,8.0,,3.0,4.0,2.0,9.0,,,,12
707,2008.0,27.0,3.0,19.0,1.0,3.0,25.0,15.0,15.0,3.0,4.0,1.0,6.0,14.0,7.0,,2.0,5.0,2.0,7.0,,,,12
707,2009.0,24.0,4.0,20.0,1.0,3.0,30.0,14.0,16.0,3.0,4.0,1.0,6.0,13.0,8.0,,2.0,5.0,2.0,7.0,,,,12
707,2010.0,25.0,4.0,22.0,1.0,3.0,24.0,14.0,14.0,3.0,3.0,1.0,6.0,12.0,9.0,,2.0,6.0,1.0,8.0,,,,12
707,2011.0,27.0,3.0,23.0,1.0,3.0,26.0,14.0,16.0,3.0,3.0,1.0,6.0,12.0,9.0,,2.0,6.0,1.0,8.0,,,,12
707,2012.0,25.0,1.0,23.0,1.0,3.0,25.0,15.0,15.0,4.0,3.0,1.0,6.0,14.0,9.0,,2.0,6.0,1.0,9.0,,,,12
729,2005.0,64.0,5.0,78.0,3.0,11.0,85.0,110.0,57.0,34.0,5.0,3.0,33.0,47.0,26.0,,8.0,10.0,10.0,29.0,,,,13
729,2006.0,71.0,6.0,79.0,4.0,10.0,87.0,99.0,62.0,32.0,6.0,3.0,38.0,45.0,26.0,,8.0,13.0,12.0,32.0,,,,13
729,2007.0,79.0,5.0,79.0,4.0,10.0,91.0,95.0,61.0,31.0,6.0,3.0,39.0,45.0,30.0,,7.0,14.0,12.0,34.0,,,,13
729,2008.0,82.0,6.0,79.0,3.0,11.0,97.0,88.0,63.0,28.0,6.0,5.0,39.0,47.0,28.0,,7.0,13.0,13.0,36.0,,,,13
729,2009.0,86.0,4.0,79.0,3.0,11.0,100.0,90.0,61.0,30.0,6.0,5.0,38.0,51.0,25.0,,8.0,14.0,15.0,37.0,,,,13
729,2010.0,84.0,3.0,76.0,3.0,11.0,101.0,93.0,59.0,27.0,7.0,5.0,35.0,53.0,27.0,,8.0,14.0,17.0,36.0,,,,13
729,2011.0,85.0,3.0,78.0,2.0,11.0,105.0,93.0,58.0,28.0,7.0,5.0,36.0,55.0,29.0,,8.0,14.0,16.0,37.0,,,,13
729,2012.0,86.0,3.0,76.0,2.0,11.0,106.0,88.0,54.0,27.0,9.0,6.0,36.0,50.0,28.0,,8.0,14.0,16.0,38.0,,,,13
732,2005.0,29.0,,18.0,1.0,3.0,17.0,28.0,32.0,18.0,,1.0,9.0,6.0,19.0,,,2.0,4.0,10.0,,,,19
732,2006.0,29.0,,19.0,1.0,3.0,15.0,26.0,31.0,19.0,,1.0,9.0,7.0,16.0,,,3.0,4.0,11.0,,,,19
732,2007.0,31.0,,20.0,1.0,3.0,18.0,26.0,28.0,21.0,,1.0,12.0,9.0,15.0,,,3.0,4.0,10.0,,,,19
732,2008.0,30.0,,21.0,1.0,3.0,21.0,24.0,28.0,20.0,,1.0,12.0,11.0,16.0,,,4.0,4.0,9.0,,,,19
732,2009.0,29.0,,18.0,1.0,3.0,21.0,25.0,25.0,18.0,,1.0,13.0,11.0,17.0,,,3.0,5.0,9.0,,,,19
732,2010.0,27.0,,17.0,1.0,3.0,22.0,22.0,24.0,21.0,,2.0,12.0,11.0,18.0,,,4.0,4.0,9.0,,,,19
732,2011.0,27.0,,17.0,1.0,3.0,23.0,20.0,24.0,21.0,,2.0,11.0,13.0,19.0,,,4.0,4.0,9.0,,,,19
732,2012.0,30.0,,16.0,1.0,3.0,23.0,19.0,25.0,21.0,,2.0,11.0,11.0,22.0,,,4.0,5.0,10.0,,,,19
734,2005.0,174.0,9.0,410.0,4.0,14.0,579.0,571.0,271.0,114.0,70.0,35.0,209.0,268.0,156.0,,18.0,44.0,54.0,165.0,1.0,,,02
734,2006.0,179.0,9.0,409.0,5.0,14.0,631.0,583.0,270.0,128.0,71.0,36.0,211.0,294.0,164.0,,20.0,48.0,62.0,171.0,1.0,,,02
734,2007.0,190.0,9.0,411.0,6.0,15.0,678.0,589.0,275.0,117.0,76.0,34.0,212.0,312.0,174.0,,22.0,52.0,69.0,182.0,1.0,,,02
734,2008.0,203.0,9.0,412.0,8.0,16.0,714.0,603.0,271.0,124.0,76.0,36.0,234.0,329.0,195.0,,25.0,57.0,70.0,193.0,1.0,,,02
734,2009.0,211.0,9.0,401.0,10.0,15.0,704.0,604.0,270.0,125.0,75.0,36.0,237.0,359.0,189.0,,31.0,57.0,72.0,201.0,1.0,,,02
734,2010.0,218.0,10.0,396.0,9.0,17.0,731.0,639.0,273.0,129.0,74.0,29.0,240.0,379.0,201.0,,32.0,59.0,77.0,217.0,1.0,,,02
734,2011.0,228.0,9.0,396.0,10.0,19.0,781.0,644.0,287.0,124.0,79.0,30.0,255.0,410.0,211.0,,41.0,68.0,80.0,237.0,1.0,,,02
734,2012.0,234.0,9.0,403.0,11.0,18.0,784.0,667.0,276.0,125.0,85.0,31.0,262.0,425.0,219.0,,49.0,70.0,81.0,239.0,,,,02
736,2005.0,10.0,1.0,6.0,,3.0,24.0,15.0,7.0,9.0,3.0,,6.0,9.0,9.0,,2.0,1.0,2.0,7.0,,,,21
736,2006.0,10.0,1.0,6.0,,3.0,26.0,19.0,7.0,9.0,3.0,,6.0,12.0,8.0,,2.0,1.0,3.0,6.0,,,,21
736,2007.0,10.0,1.0,6.0,,3.0,24.0,16.0,7.0,8.0,4.0,,6.0,10.0,9.0,,2.0,1.0,2.0,6.0,,,,21
736,2008.0,13.0,1.0,7.0,,4.0,26.0,17.0,6.0,8.0,4.0,,5.0,9.0,10.0,,2.0,5.0,2.0,5.0,,,,21
736,2009.0,13.0,1.0,7.0,,5.0,30.0,16.0,7.0,8.0,4.0,,5.0,6.0,10.0,,2.0,5.0,2.0,6.0,,,,21
736,2010.0,11.0,1.0,7.0,,5.0,29.0,19.0,6.0,7.0,5.0,,5.0,9.0,10.0,,2.0,6.0,2.0,6.0,,,,21
736,2011.0,13.0,1.0,7.0,,5.0,29.0,19.0,6.0,7.0,5.0,,4.0,9.0,11.0,,2.0,5.0,2.0,6.0,,,,21
736,2012.0,17.0,1.0,7.0,,5.0,31.0,19.0,6.0,8.0,5.0,,4.0,8.0,12.0,,2.0,5.0,2.0,9.0,,,,21
790,2005.0,98.0,2.0,289.0,5.0,9.0,271.0,308.0,168.0,65.0,24.0,17.0,77.0,131.0,68.0,,10.0,35.0,28.0,103.0,,,,06
790,2006.0,104.0,3.0,287.0,5.0,9.0,286.0,316.0,167.0,64.0,23.0,14.0,77.0,131.0,74.0,,12.0,40.0,26.0,112.0,,,,06
790,2007.0,102.0,3.0,285.0,4.0,10.0,309.0,328.0,167.0,68.0,23.0,15.0,83.0,136.0,89.0,,12.0,43.0,24.0,106.0,,,,06
790,2008.0,110.0,3.0,289.0,4.0,12.0,332.0,325.0,165.0,70.0,25.0,14.0,82.0,136.0,92.0,,12.0,49.0,27.0,108.0,,,,06
790,2009.0,115.0,3.0,293.0,4.0,12.0,332.0,327.0,161.0,66.0,25.0,16.0,84.0,147.0,103.0,,12.0,52.0,29.0,108.0,,,,06
790,2010.0,119.0,3.0,293.0,4.0,13.0,337.0,330.0,158.0,74.0,23.0,15.0,90.0,144.0,98.0,,11.0,52.0,29.0,109.0,,,,06
790,2011.0,119.0,3.0,299.0,4.0,13.0,342.0,346.0,160.0,73.0,28.0,16.0,93.0,158.0,97.0,,14.0,58.0,29.0,120.0,,,,06
790,2012.0,124.0,3.0,291.0,4.0,13.0,340.0,358.0,152.0,69.0,26.0,17.0,96.0,167.0,105.0,,15.0,62.0,33.0,124.0,,,,06
738,2005.0,21.0,,20.0,1.0,,33.0,29.0,21.0,5.0,5.0,2.0,6.0,12.0,8.0,,2.0,5.0,3.0,9.0,,,,02
738,2006.0,21.0,,21.0,1.0,,35.0,33.0,21.0,7.0,5.0,2.0,7.0,12.0,9.0,,2.0,4.0,5.0,9.0,,,,02
738,2007.0,25.0,,23.0,1.0,,38.0,32.0,19.0,8.0,5.0,2.0,8.0,14.0,9.0,,6.0,4.0,3.0,8.0,,,,02
738,2008.0,26.0,,21.0,1.0,,40.0,30.0,21.0,7.0,3.0,3.0,8.0,13.0,11.0,,6.0,5.0,3.0,8.0,,,,02
738,2009.0,24.0,,19.0,1.0,,42.0,32.0,21.0,10.0,3.0,2.0,10.0,15.0,10.0,,6.0,5.0,3.0,9.0,,,,02
738,2010.0,23.0,,21.0,1.0,1.0,47.0,34.0,19.0,9.0,3.0,2.0,11.0,17.0,14.0,,5.0,6.0,3.0,9.0,,,,02
738,2011.0,24.0,,21.0,1.0,1.0,45.0,30.0,20.0,8.0,3.0,1.0,11.0,19.0,13.0,,5.0,6.0,3.0,8.0,,,,02
738,2012.0,27.0,1.0,22.0,1.0,1.0,49.0,31.0,19.0,10.0,3.0,1.0,12.0,20.0,15.0,,5.0,6.0,3.0,8.0,,,,02
739,2005.0,25.0,2.0,28.0,,1.0,29.0,26.0,30.0,8.0,5.0,3.0,9.0,15.0,5.0,,2.0,11.0,3.0,12.0,,,,09
739,2006.0,26.0,2.0,26.0,,1.0,34.0,30.0,29.0,9.0,5.0,3.0,10.0,17.0,3.0,,1.0,12.0,3.0,12.0,,,,09
739,2007.0,22.0,3.0,28.0,,1.0,34.0,33.0,29.0,10.0,5.0,3.0,10.0,19.0,5.0,,1.0,13.0,4.0,13.0,,,,09
739,2008.0,22.0,3.0,30.0,,1.0,36.0,34.0,28.0,8.0,6.0,3.0,7.0,20.0,4.0,,1.0,12.0,5.0,12.0,,,,09
739,2009.0,25.0,2.0,32.0,,1.0,35.0,32.0,28.0,6.0,6.0,2.0,7.0,17.0,4.0,,1.0,12.0,5.0,12.0,,,,09
739,2010.0,27.0,1.0,30.0,,1.0,34.0,35.0,28.0,7.0,4.0,2.0,6.0,11.0,6.0,,1.0,11.0,4.0,13.0,,,,09
739,2011.0,26.0,2.0,29.0,,1.0,37.0,35.0,30.0,9.0,4.0,2.0,5.0,12.0,8.0,,1.0,11.0,4.0,12.0,,,,09
739,2012.0,26.0,2.0,28.0,,1.0,39.0,31.0,27.0,9.0,4.0,2.0,3.0,13.0,8.0,,1.0,10.0,3.0,13.0,,,,09
740,2005.0,122.0,3.0,207.0,5.0,5.0,242.0,375.0,182.0,110.0,35.0,12.0,141.0,186.0,89.0,,16.0,42.0,37.0,134.0,,,,10
740,2006.0,134.0,3.0,211.0,5.0,6.0,255.0,373.0,182.0,113.0,36.0,10.0,139.0,200.0,89.0,,16.0,49.0,32.0,140.0,,,,10
740,2007.0,134.0,3.0,208.0,5.0,6.0,281.0,376.0,186.0,119.0,36.0,11.0,146.0,216.0,98.0,,17.0,54.0,33.0,144.0,1.0,,,10
740,2008.0,135.0,3.0,201.0,5.0,7.0,306.0,371.0,180.0,112.0,39.0,11.0,150.0,223.0,103.0,,17.0,57.0,37.0,139.0,,,,10
740,2009.0,145.0,3.0,193.0,5.0,7.0,304.0,364.0,183.0,110.0,39.0,13.0,145.0,232.0,109.0,,18.0,60.0,40.0,142.0,1.0,,,10
740,2010.0,148.0,3.0,189.0,5.0,7.0,314.0,365.0,178.0,105.0,38.0,13.0,142.0,241.0,114.0,,20.0,66.0,40.0,150.0,,,,10
740,2011.0,150.0,4.0,191.0,6.0,7.0,318.0,374.0,173.0,100.0,40.0,15.0,136.0,242.0,124.0,,20.0,64.0,43.0,160.0,,,,10
740,2012.0,157.0,4.0,190.0,6.0,7.0,316.0,369.0,168.0,104.0,39.0,15.0,129.0,237.0,125.0,,22.0,63.0,50.0,154.0,,,,10
742,2005.0,10.0,,4.0,,,4.0,6.0,10.0,6.0,,,2.0,3.0,10.0,,1.0,1.0,,1.0,,,,19
742,2006.0,15.0,,4.0,,,4.0,7.0,9.0,5.0,,,2.0,3.0,9.0,,1.0,1.0,,2.0,,,,19
742,2007.0,20.0,,6.0,,,5.0,5.0,9.0,5.0,,,2.0,4.0,9.0,,1.0,1.0,,2.0,,,,19
742,2008.0,21.0,,6.0,,,5.0,5.0,9.0,5.0,,,2.0,4.0,10.0,,2.0,1.0,,2.0,,,,19
742,2009.0,23.0,,6.0,,,8.0,5.0,8.0,6.0,,,2.0,4.0,11.0,,2.0,1.0,,2.0,,,,19
742,2010.0,19.0,,6.0,,,7.0,5.0,9.0,7.0,,,1.0,4.0,11.0,,1.0,1.0,,2.0,,,,19
742,2011.0,21.0,,6.0,,,6.0,5.0,8.0,7.0,,,1.0,4.0,10.0,,1.0,,,2.0,,,,19
742,2012.0,20.0,,5.0,,,5.0,5.0,8.0,6.0,,,2.0,4.0,10.0,,1.0,,,2.0,,,,19
743,2005.0,96.0,23.0,341.0,2.0,10.0,477.0,756.0,213.0,93.0,78.0,27.0,275.0,346.0,127.0,,16.0,76.0,50.0,186.0,2.0,,,14
743,2006.0,102.0,17.0,336.0,2.0,11.0,523.0,784.0,210.0,92.0,86.0,24.0,298.0,357.0,131.0,,19.0,82.0,53.0,188.0,1.0,,,14
743,2007.0,111.0,17.0,331.0,3.0,14.0,568.0,807.0,221.0,104.0,81.0,31.0,305.0,369.0,132.0,,25.0,93.0,58.0,205.0,1.0,,,14
743,2008.0,122.0,14.0,340.0,3.0,13.0,594.0,817.0,224.0,110.0,80.0,30.0,320.0,385.0,132.0,,25.0,93.0,70.0,213.0,1.0,,,14
743,2009.0,132.0,14.0,339.0,4.0,11.0,609.0,825.0,222.0,118.0,86.0,33.0,327.0,389.0,135.0,,32.0,91.0,75.0,223.0,1.0,,,14
743,2010.0,143.0,15.0,330.0,4.0,13.0,626.0,808.0,235.0,115.0,87.0,40.0,345.0,390.0,142.0,,32.0,96.0,76.0,235.0,1.0,,,14
743,2011.0,147.0,16.0,339.0,4.0,12.0,651.0,810.0,244.0,122.0,90.0,37.0,364.0,411.0,155.0,,37.0,104.0,80.0,250.0,1.0,,,14
743,2012.0,152.0,16.0,339.0,5.0,13.0,646.0,855.0,246.0,122.0,95.0,36.0,398.0,432.0,165.0,,41.0,104.0,87.0,263.0,1.0,,,14
746,2005.0,15.0,2.0,30.0,,4.0,28.0,34.0,23.0,5.0,3.0,1.0,14.0,15.0,10.0,,,2.0,1.0,7.0,,,,17
746,2006.0,16.0,2.0,32.0,,4.0,32.0,30.0,23.0,5.0,3.0,1.0,14.0,13.0,9.0,,1.0,2.0,1.0,8.0,,,,17
746,2007.0,20.0,3.0,32.0,,4.0,39.0,30.0,24.0,5.0,3.0,1.0,13.0,15.0,10.0,,2.0,3.0,1.0,8.0,,,,17
746,2008.0,28.0,3.0,34.0,,4.0,43.0,31.0,28.0,7.0,3.0,1.0,13.0,16.0,11.0,,1.0,5.0,1.0,8.0,,,,17
746,2009.0,33.0,4.0,34.0,,4.0,43.0,33.0,26.0,8.0,3.0,1.0,13.0,15.0,12.0,,1.0,6.0,3.0,10.0,,,,17
746,2010.0,36.0,4.0,35.0,,4.0,44.0,34.0,25.0,9.0,2.0,2.0,13.0,16.0,11.0,,1.0,8.0,3.0,12.0,,,,17
746,2011.0,37.0,4.0,34.0,,4.0,48.0,38.0,26.0,10.0,2.0,2.0,13.0,16.0,10.0,,1.0,7.0,3.0,11.0,,,,17
746,2012.0,43.0,4.0,36.0,,4.0,48.0,39.0,26.0,11.0,3.0,2.0,15.0,15.0,12.0,,1.0,9.0,4.0,9.0,,,,17
747,2005.0,15.0,,20.0,1.0,,23.0,18.0,12.0,4.0,3.0,,3.0,5.0,2.0,,1.0,,2.0,2.0,,,,04
747,2006.0,15.0,,22.0,1.0,,23.0,17.0,13.0,5.0,3.0,,3.0,6.0,2.0,,1.0,1.0,2.0,2.0,,,,04
747,2007.0,17.0,,22.0,1.0,,24.0,18.0,13.0,5.0,4.0,,3.0,4.0,3.0,,1.0,1.0,2.0,1.0,,,,04
747,2008.0,18.0,,19.0,1.0,,25.0,20.0,15.0,5.0,4.0,,3.0,2.0,4.0,,1.0,1.0,1.0,2.0,,,,04
747,2009.0,18.0,,21.0,1.0,,25.0,20.0,14.0,6.0,3.0,,3.0,2.0,3.0,,1.0,3.0,1.0,2.0,,,,04
747,2010.0,19.0,,21.0,1.0,,25.0,20.0,13.0,4.0,3.0,,4.0,2.0,4.0,,1.0,2.0,1.0,2.0,,,,04
747,2011.0,20.0,,22.0,1.0,,25.0,20.0,13.0,3.0,2.0,,4.0,2.0,4.0,,1.0,2.0,2.0,2.0,,,,04
747,2012.0,19.0,,24.0,1.0,,24.0,21.0,14.0,3.0,2.0,,5.0,2.0,4.0,,1.0,2.0,2.0,4.0,,,,04
748,2005.0,40.0,6.0,33.0,,1.0,52.0,43.0,29.0,7.0,7.0,5.0,10.0,18.0,10.0,,2.0,6.0,5.0,13.0,,,,17
748,2006.0,38.0,5.0,34.0,,1.0,56.0,46.0,31.0,7.0,4.0,5.0,10.0,17.0,9.0,,4.0,8.0,5.0,14.0,,,,17
748,2007.0,36.0,5.0,30.0,,1.0,56.0,46.0,31.0,8.0,4.0,6.0,11.0,16.0,10.0,,5.0,9.0,5.0,12.0,,,,17
748,2008.0,41.0,5.0,31.0,,1.0,58.0,46.0,31.0,8.0,4.0,5.0,12.0,18.0,11.0,,6.0,8.0,5.0,11.0,,,,17
748,2009.0,42.0,5.0,29.0,,1.0,59.0,47.0,29.0,8.0,4.0,5.0,12.0,20.0,11.0,,5.0,8.0,4.0,13.0,,,,17
748,2010.0,46.0,4.0,28.0,,1.0,59.0,48.0,27.0,9.0,4.0,4.0,12.0,21.0,15.0,,4.0,8.0,6.0,15.0,,,,17
748,2011.0,49.0,4.0,30.0,,1.0,58.0,48.0,28.0,9.0,4.0,4.0,13.0,19.0,14.0,,5.0,7.0,7.0,18.0,,,,17
748,2012.0,52.0,4.0,31.0,,1.0,57.0,45.0,28.0,11.0,4.0,4.0,14.0,18.0,14.0,,5.0,7.0,6.0,17.0,,,,17
791,2005.0,43.0,29.0,31.0,1.0,5.0,44.0,39.0,46.0,9.0,4.0,3.0,8.0,15.0,12.0,,2.0,7.0,3.0,15.0,,,,17
791,2006.0,46.0,28.0,30.0,1.0,5.0,46.0,42.0,47.0,11.0,1.0,3.0,7.0,16.0,13.0,,1.0,7.0,2.0,13.0,,,,17
791,2007.0,48.0,26.0,32.0,1.0,5.0,51.0,41.0,49.0,13.0,1.0,3.0,8.0,16.0,14.0,,1.0,6.0,1.0,10.0,,,,17
791,2008.0,45.0,23.0,36.0,1.0,4.0,51.0,53.0,49.0,10.0,1.0,3.0,8.0,19.0,14.0,,1.0,8.0,,10.0,,,,17
791,2009.0,50.0,24.0,36.0,1.0,4.0,51.0,47.0,51.0,13.0,2.0,3.0,10.0,20.0,12.0,,1.0,8.0,,11.0,,,,17
791,2010.0,50.0,22.0,34.0,1.0,4.0,51.0,44.0,51.0,12.0,3.0,3.0,13.0,20.0,16.0,,2.0,9.0,,13.0,,,,17
791,2011.0,52.0,24.0,31.0,1.0,3.0,55.0,43.0,52.0,14.0,3.0,4.0,14.0,18.0,16.0,,2.0,10.0,1.0,16.0,,,,17
791,2012.0,55.0,24.0,31.0,1.0,3.0,51.0,48.0,50.0,15.0,3.0,2.0,13.0,20.0,15.0,,2.0,9.0,3.0,19.0,,,,17
749,2005.0,40.0,4.0,86.0,2.0,15.0,152.0,184.0,87.0,27.0,17.0,8.0,46.0,68.0,37.0,,6.0,17.0,15.0,58.0,,,,11
749,2006.0,42.0,3.0,87.0,2.0,15.0,164.0,188.0,84.0,27.0,19.0,7.0,48.0,67.0,40.0,,6.0,20.0,15.0,62.0,,,,11
749,2007.0,44.0,3.0,94.0,3.0,15.0,178.0,186.0,86.0,29.0,19.0,6.0,45.0,81.0,39.0,,6.0,22.0,17.0,57.0,,,,11
749,2008.0,49.0,3.0,100.0,3.0,15.0,184.0,181.0,84.0,33.0,20.0,8.0,44.0,92.0,42.0,,8.0,27.0,15.0,56.0,,,,11
749,2009.0,53.0,3.0,98.0,3.0,15.0,181.0,176.0,86.0,30.0,20.0,9.0,43.0,95.0,43.0,,8.0,28.0,18.0,58.0,3.0,,,11
749,2010.0,61.0,3.0,100.0,3.0,14.0,196.0,183.0,87.0,29.0,20.0,10.0,45.0,98.0,46.0,,9.0,25.0,12.0,67.0,3.0,,,11
749,2011.0,61.0,3.0,94.0,3.0,14.0,205.0,188.0,85.0,31.0,20.0,9.0,51.0,97.0,48.0,,11.0,23.0,12.0,71.0,3.0,,,11
749,2012.0,58.0,3.0,93.0,3.0,14.0,204.0,187.0,80.0,28.0,21.0,9.0,53.0,99.0,44.0,,15.0,25.0,12.0,72.0,3.0,,,11
751,2005.0,11.0,10.0,10.0,3.0,3.0,27.0,28.0,29.0,6.0,,,10.0,6.0,8.0,,,2.0,2.0,6.0,1.0,,,19
751,2006.0,11.0,9.0,8.0,2.0,3.0,26.0,27.0,28.0,5.0,,1.0,9.0,7.0,8.0,,,2.0,2.0,6.0,1.0,,,19
751,2007.0,12.0,9.0,8.0,3.0,3.0,26.0,28.0,27.0,5.0,,1.0,9.0,7.0,10.0,,,3.0,2.0,7.0,1.0,,,19
751,2008.0,14.0,9.0,10.0,3.0,2.0,24.0,26.0,27.0,5.0,,1.0,9.0,7.0,9.0,,,3.0,2.0,7.0,,,,19
751,2009.0,16.0,9.0,9.0,3.0,2.0,22.0,28.0,27.0,5.0,,1.0,9.0,8.0,9.0,,,4.0,2.0,6.0,,,,19
751,2010.0,18.0,9.0,8.0,3.0,2.0,25.0,25.0,28.0,6.0,,1.0,10.0,11.0,8.0,,,3.0,2.0,6.0,,,,19
751,2011.0,17.0,9.0,8.0,3.0,2.0,30.0,26.0,26.0,6.0,,1.0,10.0,11.0,7.0,,1.0,3.0,1.0,6.0,,,,19
751,2012.0,18.0,10.0,9.0,3.0,2.0,32.0,25.0,28.0,6.0,1.0,1.0,10.0,11.0,7.0,,1.0,2.0,1.0,5.0,,,,19
753,2005.0,28.0,,73.0,,3.0,233.0,220.0,160.0,37.0,32.0,7.0,44.0,168.0,54.0,,16.0,22.0,31.0,35.0,,,,01
753,2006.0,32.0,,77.0,,3.0,248.0,220.0,158.0,36.0,31.0,10.0,43.0,183.0,61.0,,17.0,25.0,31.0,40.0,,,,01
753,2007.0,33.0,,83.0,,2.0,280.0,223.0,153.0,33.0,31.0,11.0,46.0,206.0,65.0,,17.0,32.0,32.0,49.0,,,,01
753,2008.0,33.0,,80.0,,2.0,314.0,233.0,153.0,37.0,33.0,9.0,51.0,216.0,76.0,,18.0,42.0,36.0,52.0,,,,01
