Region,Municipality,Year,#Unemployed jobseekers,#Vacancies
04,886,2019,482,50
04,886,2020,670,47
04,886,2021,506,72
04,886,2022,423,122
04,886,2023,411,71
04,886,2024,440,43
04,886,2025,519,22
05,061,2008,910,206
05,061,2009,1265,160
05,061,2010,1229,134
05,061,2011,1122,141
05,061,2012,1100,142
05,061,2013,1231,138
05,061,2014,1219,123
05,061,2015,1235,116
05,061,2016,1181,109
05,061,2017,986,152
05,061,2018,786,157
05,061,2019,763,203
05,061,2020,941,198
05,061,2021,839,334
05,061,2022,716,412
05,061,2023,812,231
05,061,2024,926,133
05,061,2025,981,151
05,082,2008,270,22
05,082,2009,371,24
05,082,2010,370,24
05,082,2011,320,47
05,082,2012,303,42
05,082,2013,352,46
05,082,2014,402,13
05,082,2015,437,26
05,082,2016,388,17
05,082,2017,358,21
05,082,2018,295,35
05,082,2019,274,47
05,082,2020,377,32
05,082,2021,328,67
05,082,2022,256,88
05,082,2023,253,50
05,082,2024,298,28
05,082,2025,328,52
05,086,2008,215,22
05,086,2009,298,15
05,086,2010,329,12
05,086,2011,288,14
05,086,2012,291,16
05,086,2013,306,12
05,086,2014,351,14
05,086,2015,355,13
05,086,2016,316,15
05,086,2017,268,14
05,086,2018,246,23
05,086,2019,205,32
05,086,2020,284,32
05,086,2021,288,54
05,086,2022,257,85
05,086,2023,243,40
05,086,2024,275,15
05,086,2025,341,24
05,103,2008,103,6
05,103,2009,150,3
05,103,2010,135,4
05,103,2011,127,5
05,103,2012,115,8
05,103,2013,141,3
05,103,2014,146,6
05,103,2015,154,5
05,103,2016,145,4
05,103,2017,113,10
05,103,2018,93,6
05,103,2019,97,5
05,103,2020,112,6
05,103,2021,110,12
05,103,2022,95,13
05,103,2023,87,10
05,103,2024,90,6
05,103,2025,97,5
05,109,2008,2224,524
05,109,2009,3118,407
05,109,2010,3231,547
05,109,2011,2842,578
05,109,2012,2793,463
05,109,2013,3331,452
05,109,2014,3655,380
05,109,2015,4012,430
05,109,2016,3955,398
05,109,2017,3622,498
05,109,2018,3293,724
05,109,2019,2990,809
05,109,2020,3917,697
05,109,2021,3717,1182
05,109,2022,3146,1539
05,109,2023,3215,1064
05,109,2024,3368,551
05,109,2025,3708,443
05,165,2008,496,101
05,165,2009,706,59
05,165,2010,734,63
05,165,2011,635,106
05,165,2012,604,99
05,165,2013,684,108
05,165,2014,758,86
05,165,2015,851,119
05,165,2016,819,99
05,165,2017,722,138
05,165,2018,591,156
05,165,2019,570,198
05,165,2020,791,118
05,165,2021,719,167
05,165,2022,598,281
05,165,2023,590,237
05,165,2024,584,167
05,165,2025,676,130
05,169,2008,206,20
05,169,2009,279,18
05,169,2010,272,12
05,169,2011,248,11
05,169,2012,248,10
05,169,2013,271,7
05,169,2014,280,6
05,169,2015,303,8
05,169,2016,284,5
05,169,2017,246,11
05,169,2018,208,13
05,169,2019,186,12
05,169,2020,218,18
05,169,2021,172,29
05,169,2022,159,20
05,169,2023,165,17
05,169,2024,176,10
05,169,2025,197,2
05,433,2008,211,28
05,433,2009,285,14
05,433,2010,265,21
05,433,2011,233,21
05,433,2012,231,22
05,433,2013,268,17
05,433,2014,319,19
05,433,2015,339,14
05,433,2016,286,17
05,433,2017,226,18
05,433,2018,194,28
05,433,2019,168,30
05,433,2020,254,20
05,433,2021,226,46
05,433,2022,204,76
05,433,2023,187,42
05,433,2024,224,22
05,433,2025,295,16
05,694,2008,1117,182
05,694,2009,1406,128
05,694,2010,1475,160
05,694,2011,1340,185
05,694,2012,1361,220
05,694,2013,1582,184
05,694,2014,1726,185
05,694,2015,1765,158
05,694,2016,1704,166
05,694,2017,1456,201
05,694,2018,1217,288
05,694,2019,1043,318
05,694,2020,1500,272
05,694,2021,1401,442
05,694,2022,1218,552
05,694,2023,1284,361
05,694,2024,1460,190
05,694,2025,1724,144
05,834,2008,216,33
05,834,2009,282,28
05,834,2010,264,18
05,834,2011,241,28
05,834,2012,253,30
05,834,2013,285,18
05,834,2014,283,15
05,834,2015,298,19
05,834,2016,297,30
05,834,2017,264,9
05,834,2018,199,7
05,834,2019,182,12
05,834,2020,241,10
05,834,2021,212,15
05,834,2022,181,24
05,834,2023,176,25
05,834,2024,190,20
05,834,2025,227,36
05,981,2008,109,14
05,981,2009,145,13
05,981,2010,132,9
05,981,2011,112,10
05,981,2012,113,8
05,981,2013,129,5
05,981,2014,127,6
05,981,2015,150,6
05,981,2016,144,1
05,981,2017,111,3
05,981,2018,84,7
05,981,2019,78,2
05,981,2020,104,3
05,981,2021,95,10
05,981,2022,85,11
05,981,2023,79,10
05,981,2024,91,3
05,981,2025,101,9
06,020,2008,692,69
06,020,2009,1037,41
06,020,2010,950,37
06,020,2011,858,48
06,020,2012,828,46
06,020,2013,995,43
06,020,2014,1108,38
06,020,2015,1154,39
06,020,2016,1136,44
06,020,2017,893,79
06,020,2018,651,86
06,020,2019,592,109
06,020,2020,827,102
06,020,2021,722,145
06,020,2022,601,190
06,020,2023,665,106
06,020,2024,731,79
06,020,2025,829,93
06,108,2008,351,43
06,108,2009,582,34
06,108,2010,511,32
06,108,2011,418,26
06,108,2012,437,32
06,108,2013,546,30
06,108,2014,631,24
06,108,2015,663,30
06,108,2016,619,19
06,108,2017,489,32
06,108,2018,381,30
06,108,2019,346,47
06,108,2020,523,40
06,108,2021,422,93
06,108,2022,352,93
06,108,2023,394,44
06,108,2024,493,71
06,108,2025,502,63
06,143,2008,221,34
06,143,2009,336,30
06,143,2010,294,32
06,143,2011,224,42
06,143,2012,256,48
06,143,2013,347,35
06,143,2014,421,33
06,143,2015,462,32
06,143,2016,452,34
06,143,2017,365,37
06,143,2018,259,34
06,143,2019,237,40
06,143,2020,380,37
06,143,2021,302,80
06,143,2022,238,95
06,143,2023,252,78
06,143,2024,302,53
06,143,2025,324,55
06,177,2008,87,6
06,177,2009,113,1
06,177,2010,103,4
06,177,2011,95,7
06,177,2012,84,4
06,177,2013,93,4
06,177,2014,105,0
06,177,2015,120,3
06,177,2016,113,4
06,177,2017,90,6
06,177,2018,59,5
06,177,2019,48,7
06,177,2020,65,7
06,177,2021,50,26
06,177,2022,51,22
06,177,2023,52,17
06,177,2024,52,9
06,177,2025,53,6
06,211,2008,787,105
06,211,2009,1225,59
06,211,2010,1294,69
06,211,2011,1129,120
06,211,2012,1165,97
06,211,2013,1486,95
06,211,2014,1705,69
06,211,2015,1817,106
06,211,2016,1844,131
06,211,2017,1486,197
06,211,2018,1057,213
06,211,2019,1028,223
06,211,2020,1543,205
06,211,2021,1295,356
06,211,2022,1060,403
06,211,2023,1103,250
06,211,2024,1360,161
06,211,2025,1534,157
06,250,2008,80,17
06,250,2009,107,2
06,250,2010,98,3
06,250,2011,72,7
06,250,2012,73,10
06,250,2013,88,10
06,250,2014,107,6
06,250,2015,113,6
06,250,2016,128,5
06,250,2017,103,5
06,250,2018,70,6
06,250,2019,58,6
06,250,2020,90,8
06,250,2021,68,19
06,250,2022,53,17
06,250,2023,52,5
06,250,2024,52,2
06,250,2025,51,1
06,291,2008,135,5
06,291,2009,172,2
06,291,2010,163,3
06,291,2011,124,7
06,291,2012,122,5
06,291,2013,147,4
06,291,2014,144,4
06,291,2015,154,18
06,291,2016,156,17
06,291,2017,118,13
06,291,2018,94,19
06,291,2019,91,17
06,291,2020,105,16
06,291,2021,95,26
06,291,2022,89,27
06,291,2023,75,10
06,291,2024,73,85
06,291,2025,73,77
06,418,2008,597,86
06,418,2009,896,44
06,418,2010,909,51
06,418,2011,809,73
06,418,2012,800,76
06,418,2013,1015,77
06,418,2014,1129,67
06,418,2015,1226,75
06,418,2016,1288,92
06,418,2017,974,126
06,418,2018,684,132
06,418,2019,709,141
06,418,2020,1129,158
06,418,2021,838,289
06,418,2022,693,363
06,418,2023,743,215
06,418,2024,903,118
06,418,2025,1014,98
06,508,2008,453,0
06,508,2009,604,52
06,508,2010,624,23
06,508,2011,588,39
06,508,2012,585,40
06,508,2013,615,31
06,508,2014,672,28
06,508,2015,658,36
06,508,2016,640,41
06,508,2017,519,48
06,508,2018,416,42
06,508,2019,370,55
06,508,2020,486,55
06,508,2021,384,112
06,508,2022,326,123
06,508,2023,358,72
06,508,2024,444,44
06,508,2025,473,47
06,536,2008,1075,111
06,536,2009,1750,63
06,536,2010,1760,71
06,536,2011,1508,105
06,536,2012,1629,96
06,536,2013,2046,115
06,536,2014,2242,98
06,536,2015,2227,107
06,536,2016,2292,132
06,536,2017,1807,245
06,536,2018,1266,227
06,536,2019,1322,237
06,536,2020,2122,233
06,536,2021,1507,387
06,536,2022,1221,458
06,536,2023,1330,320
06,536,2024,1720,152
06,536,2025,1898,143
06,562,2008,376,32
06,562,2009,489,30
06,562,2010,497,47
06,562,2011,422,45
06,562,2012,430,49
06,562,2013,505,50
06,562,2014,562,37
06,562,2015,583,34
06,562,2016,572,42
06,562,2017,464,56
06,562,2018,341,37
06,562,2019,343,44
06,562,2020,447,46
06,562,2021,391,84
06,562,2022,329,84
06,562,2023,319,68
06,562,2024,377,58
06,562,2025,406,45
06,581,2008,216,44
06,581,2009,310,26
06,581,2010,302,27
06,581,2011,256,29
06,581,2012,246,36
06,581,2013,313,24
06,581,2014,342,25
06,581,2015,392,21
06,581,2016,388,23
06,581,2017,306,31
06,581,2018,215,42
06,581,2019,226,44
06,581,2020,321,52
06,581,2021,257,101
06,581,2022,210,137
06,581,2023,226,88
06,581,2024,244,58
06,581,2025,256,49
06,604,2008,449,63
06,604,2009,724,26
06,604,2010,761,33
06,604,2011,671,62
06,604,2012,715,46
06,604,2013,887,57
06,604,2014,1006,56
06,604,2015,1060,70
06,604,2016,1032,74
06,604,2017,778,123
06,604,2018,593,147
06,604,2019,568,209
06,604,2020,970,198
06,604,2021,725,326
06,604,2022,583,408
06,604,2023,689,224
06,604,2024,862,95
06,604,2025,912,83
06,619,2008,71,6
06,619,2009,86,4
06,619,2010,98,3
06,619,2011,84,3
06,619,2012,85,4
06,619,2013,108,6
06,619,2014,131,2
06,619,2015,140,2
06,619,2016,133,6
06,619,2017,108,4
06,619,2018,62,15
06,619,2019,65,10
06,619,2020,105,9
06,619,2021,89,26
06,619,2022,61,22
06,619,2023,66,8
06,619,2024,68,3
06,619,2025,87,6
06,635,2008,191,27
06,635,2009,267,16
06,635,2010,293,17
06,635,2011,267,27
06,635,2012,262,21
06,635,2013,317,19
06,635,2014,353,32
06,635,2015,375,23
06,635,2016,379,16
06,635,2017,286,21
06,635,2018,209,32
06,635,2019,203,37
06,635,2020,288,50
06,635,2021,238,63
06,635,2022,163,61
06,635,2023,174,33
06,635,2024,181,23
06,635,2025,212,17
06,702,2008,146,24
06,702,2009,195,15
06,702,2010,178,14
06,702,2011,202,23
06,702,2012,191,16
06,702,2013,197,16
06,702,2014,212,14
06,702,2015,228,16
06,702,2016,217,16
06,702,2017,169,21
06,702,2018,122,17
06,702,2019,134,42
06,702,2020,184,18
06,702,2021,137,48
06,702,2022,134,88
06,702,2023,150,32
06,702,2024,174,26
06,702,2025,195,28
06,790,2008,597,2
06,790,2009,900,65
06,790,2010,884,69
06,790,2011,717,81
06,790,2012,712,96
06,790,2013,964,93
06,790,2014,1226,119
06,790,2015,1385,98
06,790,2016,1299,101
06,790,2017,1006,155
06,790,2018,688,125
06,790,2019,737,155
06,790,2020,1068,139
06,790,2021,786,266
06,790,2022,613,294
06,790,2023,728,166
06,790,2024,872,148
06,790,2025,907,131
06,837,2008,10834,1750
06,837,2009,14681,1203
06,837,2010,15305,1267
06,837,2011,13786,1754
06,837,2012,14192,1886
06,837,2013,17230,1755
06,837,2014,18574,1764
06,837,2015,20032,1951
06,837,2016,20804,2459
06,837,2017,16809,3276
06,837,2018,13680,3748
06,837,2019,13205,3832
06,837,2020,18474,3484
06,837,2021,15306,5527
06,837,2022,12325,6527
06,837,2023,13449,4285
06,837,2024,16410,2250
06,837,2025,18326,2126
06,887,2008,243,38
06,887,2009,323,16
06,887,2010,325,14
06,887,2011,278,17
06,887,2012,266,15
06,887,2013,311,20
06,887,2014,345,11
06,887,2015,338,13
06,887,2016,314,13
06,887,2017,271,22
06,887,2018,195,26
06,887,2019,186,26
06,887,2020,237,24
06,887,2021,214,34
06,887,2022,183,49
06,887,2023,189,49
06,887,2024,204,20
06,887,2025,233,21
06,908,2008,1029,159
06,908,2009,1435,94
06,908,2010,1330,93
06,908,2011,1164,95
06,908,2012,1150,100
06,908,2013,1205,77
06,908,2014,1304,71
06,908,2015,1270,71
06,908,2016,1266,107
06,908,2017,1084,108
06,908,2018,833,125
06,908,2019,825,164
06,908,2020,1135,132
06,908,2021,952,233
06,908,2022,805,269
06,908,2023,979,150
06,908,2024,1053,134
06,908,2025,1172,103
06,922,2008,114,9
06,922,2009,161,8
06,922,2010,155,8
06,922,2011,137,9
06,922,2012,133,8
06,922,2013,179,15
06,922,2014,206,17
06,922,2015,227,11
06,922,2016,248,7
06,922,2017,191,15
06,922,2018,124,7
06,922,2019,130,4
06,922,2020,191,13
06,922,2021,138,32
06,922,2022,108,30
06,922,2023,128,18
06,922,2024,157,5
06,922,2025,177,1
06,936,2008,231,48
06,936,2009,335,40
06,936,2010,307,32
06,936,2011,311,38
06,936,2012,329,38
06,936,2013,316,35
06,936,2014,363,38
06,936,2015,408,27
06,936,2016,390,23
06,936,2017,275,39
06,936,2018,229,37
06,936,2019,204,50
06,936,2020,283,62
06,936,2021,220,97
06,936,2022,205,105
06,936,2023,208,56
06,936,2024,225,33
06,936,2025,236,52
06,980,2008,831,91
06,980,2009,1338,52
06,980,2010,1344,57
06,980,2011,1209,81
06,980,2012,1231,77
06,980,2013,1576,79
06,980,2014,1854,70
06,980,2015,2019,73
06,980,2016,1937,74
06,980,2017,1477,131
06,980,2018,1069,154
06,980,2019,1005,212
06,980,2020,1582,203
06,980,2021,1191,366
06,980,2022,911,405
06,980,2023,980,226
06,980,2024,1207,134
06,980,2025,1320,93
07,016,2008,314,51
07,016,2009,388,68
07,016,2010,354,53
07,016,2011,321,38
07,016,2012,315,32
07,016,2013,366,34
07,016,2014,422,36
07,016,2015,438,20
07,016,2016,414,20
07,016,2017,400,29
07,016,2018,347,33
07,016,2019,298,41
07,016,2020,402,32
07,016,2021,353,69
07,016,2022,272,77
07,016,2023,286,49
07,016,2024,324,41
07,016,2025,342,23
07,081,2008,143,22
07,081,2009,182,13
07,081,2010,149,16
07,081,2011,137,15
07,081,2012,146,23
07,081,2013,149,22
07,081,2014,171,14
07,081,2015,185,15
07,081,2016,167,12
07,081,2017,137,18
07,081,2018,122,31
07,081,2019,121,13
07,081,2020,160,16
07,081,2021,121,28
07,081,2022,117,29
07,081,2023,117,16
07,081,2024,122,12
07,081,2025,122,6
07,098,2008,753,78
07,098,2009,1055,33
07,098,2010,1053,47
07,098,2011,939,55
07,098,2012,924,59
07,098,2013,1066,46
07,098,2014,1192,57
07,098,2015,1291,43
07,098,2016,1219,54
07,098,2017,1081,68
07,098,2018,973,96
07,098,2019,801,85
07,098,2020,1220,108
07,098,2021,1018,135
07,098,2022,790,167
07,098,2023,740,106
07,098,2024,812,68
07,098,2025,1007,46
07,111,2008,943,100
07,111,2009,1424,93
07,111,2010,1351,118
07,111,2011,1241,121
07,111,2012,1182,150
07,111,2013,1330,135
07,111,2014,1439,104
07,111,2015,1485,98
07,111,2016,1376,104
07,111,2017,1222,123
07,111,2018,1086,136
07,111,2019,1037,161
07,111,2020,1367,172
07,111,2021,1150,277
07,111,2022,1006,306
07,111,2023,980,174
07,111,2024,1083,80
07,111,2025,1200,89
07,142,2008,307,30
07,142,2009,373,21
07,142,2010,358,12
07,142,2011,335,9
07,142,2012,338,20
07,142,2013,362,15
07,142,2014,407,13
07,142,2015,419,12
07,142,2016,374,10
07,142,2017,357,14
07,142,2018,306,15
07,142,2019,259,25
07,142,2020,328,22
07,142,2021,292,39
07,142,2022,251,67
07,142,2023,244,35
07,142,2024,290,40
07,142,2025,314,47
07,316,2008,170,13
07,316,2009,287,3
07,316,2010,257,4
07,316,2011,195,3
07,316,2012,200,5
07,316,2013,220,8
07,316,2014,232,7
07,316,2015,277,7
07,316,2016,263,6
07,316,2017,240,14
07,316,2018,214,21
07,316,2019,211,33
07,316,2020,306,13
07,316,2021,220,47
07,316,2022,182,30
07,316,2023,174,20
07,316,2024,198,14
07,316,2025,257,12
07,398,2008,6031,927
07,398,2009,7989,698
07,398,2010,8118,691
07,398,2011,7309,876
07,398,2012,7648,794
07,398,2013,8771,637
07,398,2014,9712,705
07,398,2015,10164,880
07,398,2016,9641,914
07,398,2017,8955,1111
07,398,2018,7978,1321
07,398,2019,7364,1516
07,398,2020,9876,1294
07,398,2021,8995,1964
07,398,2022,7654,2158
07,398,2023,7387,1367
07,398,2024,8076,707
07,398,2025,9081,587
07,560,2008,578,49
07,560,2009,819,47
07,560,2010,820,34
07,560,2011,715,40
07,560,2012,789,44
07,560,2013,858,46
07,560,2014,1003,34
07,560,2015,1062,46
07,560,2016,951,64
07,560,2017,881,42
07,560,2018,739,74
07,560,2019,653,63
07,560,2020,877,71
07,560,2021,805,102
07,560,2022,724,130
07,560,2023,751,71
07,560,2024,826,31
07,560,2025,896,29
07,576,2008,131,16
07,576,2009,155,9
07,576,2010,146,1
07,576,2011,130,7
07,576,2012,120,6
07,576,2013,143,8
07,576,2014,169,13
07,576,2015,188,9
07,576,2016,166,10
07,576,2017,153,11
07,576,2018,138,7
07,576,2019,124,18
07,576,2020,141,22
07,576,2021,130,19
07,576,2022,120,27
07,576,2023,120,19
07,576,2024,134,9
07,576,2025,140,20
07,781,2008,181,16
07,781,2009,218,26
07,781,2010,193,25
07,781,2011,165,32
07,781,2012,165,28
07,781,2013,168,10
07,781,2014,190,6
07,781,2015,214,9
07,781,2016,178,5
07,781,2017,169,7
07,781,2018,140,8
07,781,2019,133,8
07,781,2020,165,14
07,781,2021,134,28
07,781,2022,126,28
07,781,2023,124,24
07,781,2024,145,29
07,781,2025,159,17
08,075,2008,1050,139
08,075,2009,1362,136
08,075,2010,1265,135
08,075,2011,1171,100
08,075,2012,1170,120
08,075,2013,1227,114
08,075,2014,1321,89
08,075,2015,1403,81
08,075,2016,1335,55
08,075,2017,1230,78
08,075,2018,994,82
08,075,2019,931,97
08,075,2020,1180,100
08,075,2021,1053,185
08,075,2022,924,171
08,075,2023,978,124
08,075,2024,1061,167
08,075,2025,1143,170
08,285,2008,2877,372
08,285,2009,3635,214
08,285,2010,3722,298
08,285,2011,3701,368
08,285,2012,3967,287
08,285,2013,4196,329
08,285,2014,4550,259
08,285,2015,4954,274
08,285,2016,4953,261
08,285,2017,4241,309
08,285,2018,3504,331
08,285,2019,3209,370
08,285,2020,3842,386
08,285,2021,3344,548
08,285,2022,2915,666
08,285,2023,2932,414
08,285,2024,3125,221
08,285,2025,3441,212
08,286,2008,3936,560
08,286,2009,4723,494
08,286,2010,4699,380
08,286,2011,4485,472
08,286,2012,4742,631
08,286,2013,5270,504
08,286,2014,5743,486
08,286,2015,5874,562
08,286,2016,5802,459
08,286,2017,5350,452
08,286,2018,4620,703
08,286,2019,4231,710
08,286,2020,5210,626
08,286,2021,4267,887
08,286,2022,3648,936
08,286,2023,3728,639
08,286,2024,4157,411
08,286,2025,4691,493
08,489,2008,71,4
08,489,2009,96,2
08,489,2010,90,2
08,489,2011,72,3
08,489,2012,72,4
08,489,2013,79,2
08,489,2014,83,2
08,489,2015,112,0
08,489,2016,81,1
08,489,2017,87,0
08,489,2018,66,2
08,489,2019,70,0
08,489,2020,94,0
08,489,2021,87,0
08,489,2022,74,5
08,489,2023,71,2
08,489,2024,84,0
08,489,2025,88,0
08,624,2008,183,11
08,624,2009,224,3
08,624,2010,239,7
08,624,2011,233,8
08,624,2012,237,10
08,624,2013,257,9
08,624,2014,294,14
08,624,2015,351,12
08,624,2016,346,11
08,624,2017,280,7
08,624,2018,228,14
08,624,2019,191,19
08,624,2020,255,14
08,624,2021,228,24
08,624,2022,206,29
08,624,2023,213,26
08,624,2024,235,11
08,624,2025,243,11
08,935,2008,139,17
08,935,2009,176,8
08,935,2010,148,6
08,935,2011,126,11
08,935,2012,120,10
08,935,2013,114,13
08,935,2014,144,10
08,935,2015,188,5
08,935,2016,182,5
08,935,2017,190,3
08,935,2018,149,18
08,935,2019,151,20
08,935,2020,193,15
08,935,2021,184,21
08,935,2022,153,16
08,935,2023,156,8
08,935,2024,158,3
08,935,2025,171,1
09,153,2008,1542,223
09,153,2009,1900,128
09,153,2010,1830,128
09,153,2011,1698,185
09,153,2012,1742,196
09,153,2013,1834,191
09,153,2014,1947,137
09,153,2015,2129,117
09,153,2016,2190,117
09,153,2017,1975,135
09,153,2018,1665,194
09,153,2019,1602,184
09,153,2020,2127,194
09,153,2021,1646,218
09,153,2022,1421,229
09,153,2023,1536,134
09,153,2024,1727,115
09,153,2025,1761,91
09,405,2008,3477,356
09,405,2009,4410,289
09,405,2010,4230,306
09,405,2011,4010,441
09,405,2012,4064,456
09,405,2013,4450,473
09,405,2014,4983,453
09,405,2015,5300,523
09,405,2016,5286,518
09,405,2017,4741,537
09,405,2018,3912,621
09,405,2019,3433,673
09,405,2020,4603,686
09,405,2021,3789,885
09,405,2022,3364,970
09,405,2023,3550,617
09,405,2024,4020,386
09,405,2025,4449,356
09,416,2008,106,3
09,416,2009,143,0
09,416,2010,118,1
09,416,2011,116,2
09,416,2012,124,3
09,416,2013,133,3
09,416,2014,161,0
09,416,2015,159,1
09,416,2016,154,0
09,416,2017,149,0
09,416,2018,126,0
09,416,2019,110,0
09,416,2020,136,4
09,416,2021,115,2
09,416,2022,103,7
09,416,2023,110,4
09,416,2024,127,4
09,416,2025,135,0
09,441,2008,234,12
09,441,2009,268,10
09,441,2010,247,9
09,441,2011,234,12
09,441,2012,249,10
09,441,2013,240,11
09,441,2014,250,12
09,441,2015,264,8
09,441,2016,268,10
09,441,2017,219,12
09,441,2018,187,14
09,441,2019,175,17
09,441,2020,237,12
09,441,2021,216,17
09,441,2022,197,27
09,441,2023,189,15
09,441,2024,183,9
09,441,2025,200,5
09,580,2008,286,18
09,580,2009,303,16
09,580,2010,315,10
09,580,2011,277,16
09,580,2012,273,11
09,580,2013,288,12
09,580,2014,297,12
09,580,2015,304,11
09,580,2016,299,13
09,580,2017,276,10
09,580,2018,217,9
09,580,2019,198,11
09,580,2020,236,10
09,580,2021,182,13
09,580,2022,164,20
09,580,2023,168,18
09,580,2024,178,15
09,580,2025,185,16
09,689,2008,196,9
09,689,2009,201,4
09,689,2010,193,7
09,689,2011,182,9
09,689,2012,185,20
09,689,2013,189,10
09,689,2014,213,13
09,689,2015,222,17
09,689,2016,229,11
09,689,2017,246,12
09,689,2018,202,20
09,689,2019,170,14
09,689,2020,210,13
09,689,2021,176,17
09,689,2022,151,25
09,689,2023,164,9
09,689,2024,162,6
09,689,2025,176,18
09,700,2008,240,19
09,700,2009,283,9
09,700,2010,260,8
09,700,2011,244,8
09,700,2012,250,6
09,700,2013,254,9
09,700,2014,271,6
09,700,2015,278,4
09,700,2016,284,6
09,700,2017,249,5
09,700,2018,220,4
09,700,2019,211,9
09,700,2020,276,4
09,700,2021,234,8
09,700,2022,194,20
09,700,2023,195,10
09,700,2024,217,8
09,700,2025,242,7
09,739,2008,167,9
09,739,2009,228,7
09,739,2010,201,4
09,739,2011,189,12
09,739,2012,195,6
09,739,2013,192,6
09,739,2014,192,5
09,739,2015,190,5
09,739,2016,179,3
09,739,2017,159,10
09,739,2018,136,8
09,739,2019,131,8
09,739,2020,158,9
09,739,2021,133,14
09,739,2022,121,20
09,739,2023,129,10
09,739,2024,132,4
09,739,2025,148,5
09,831,2008,166,3
09,831,2009,204,4
09,831,2010,212,3
09,831,2011,200,4
09,831,2012,198,3
09,831,2013,207,5
09,831,2014,240,5
09,831,2015,250,5
09,831,2016,264,7
09,831,2017,220,4
09,831,2018,183,2
09,831,2019,152,5
09,831,2020,237,11
09,831,2021,196,13
09,831,2022,172,18
09,831,2023,175,9
09,831,2024,180,9
09,831,2025,210,13
10,046,2008,100,1
10,046,2009,106,0
10,046,2010,97,0
10,046,2011,97,1
10,046,2012,91,2
10,046,2013,85,0
10,046,2014,102,1
10,046,2015,102,2
10,046,2016,96,1
10,046,2017,86,0
10,046,2018,67,0
10,046,2019,56,1
10,046,2020,71,14
10,046,2021,59,7
10,046,2022,50,8
10,046,2023,46,7
10,046,2024,53,35
10,046,2025,61,30
10,097,2008,90,2
10,097,2009,108,0
10,097,2010,98,1
10,097,2011,86,2
10,097,2012,95,0
10,097,2013,107,3
10,097,2014,117,4
10,097,2015,134,5
10,097,2016,132,5
10,097,2017,115,4
10,097,2018,108,4
10,097,2019,91,0
10,097,2020,106,7
10,097,2021,108,9
10,097,2022,92,16
10,097,2023,85,10
10,097,2024,83,11
10,097,2025,87,8
10,178,2008,237,24
10,178,2009,266,22
10,178,2010,253,25
10,178,2011,231,30
10,178,2012,246,28
10,178,2013,275,23
10,178,2014,282,26
10,178,2015,306,26
10,178,2016,323,35
10,178,2017,278,26
10,178,2018,248,45
10,178,2019,203,40
10,178,2020,271,45
10,178,2021,217,53
10,178,2022,189,72
10,178,2023,179,52
10,178,2024,196,97
10,178,2025,204,91
10,213,2008,266,50
10,213,2009,310,33
10,213,2010,290,48
10,213,2011,246,39
10,213,2012,246,15
10,213,2013,282,22
10,213,2014,315,16
10,213,2015,344,11
10,213,2016,320,13
10,213,2017,268,17
10,213,2018,207,18
10,213,2019,193,21
10,213,2020,217,34
10,213,2021,215,40
10,213,2022,192,42
10,213,2023,185,29
10,213,2024,204,30
10,213,2025,222,69
10,491,2008,2370,323
10,491,2009,2724,294
10,491,2010,2763,351
10,491,2011,2617,420
10,491,2012,2831,357
10,491,2013,3079,364
10,491,2014,3265,402
10,491,2015,3558,443
10,491,2016,3491,481
10,491,2017,2988,528
10,491,2018,2475,616
10,491,2019,2357,860
10,491,2020,3033,647
10,491,2021,2542,1100
10,491,2022,2313,1245
10,491,2023,2416,918
10,491,2024,2611,562
10,491,2025,2811,580
10,507,2008,266,41
10,507,2009,338,25
10,507,2010,294,31
10,507,2011,322,30
10,507,2012,378,35
10,507,2013,392,35
10,507,2014,430,32
10,507,2015,499,30
10,507,2016,478,36
10,507,2017,380,32
10,507,2018,308,32
10,507,2019,291,35
10,507,2020,356,43
10,507,2021,301,71
10,507,2022,266,110
10,507,2023,276,62
10,507,2024,272,50
10,507,2025,293,62
10,593,2008,802,143
10,593,2009,997,112
10,593,2010,937,142
10,593,2011,776,126
10,593,2012,783,130
10,593,2013,939,126
10,593,2014,1057,151
10,593,2015,1124,123
10,593,2016,1009,117
10,593,2017,882,121
10,593,2018,714,145
10,593,2019,616,200
10,593,2020,773,173
10,593,2021,672,277
10,593,2022,588,372
10,593,2023,659,185
10,593,2024,733,91
10,593,2025,839,129
10,623,2008,109,12
10,623,2009,130,10
10,623,2010,117,6
10,623,2011,107,8
10,623,2012,101,8
10,623,2013,102,2
10,623,2014,110,10
10,623,2015,122,9
10,623,2016,116,6
10,623,2017,99,11
10,623,2018,86,12
10,623,2019,76,17
10,623,2020,73,27
10,623,2021,74,30
10,623,2022,68,51
10,623,2023,66,29
10,623,2024,68,42
10,623,2025,77,36
10,681,2008,210,11
10,681,2009,240,5
10,681,2010,237,6
10,681,2011,227,11
10,681,2012,230,8
10,681,2013,219,6
10,681,2014,217,11
10,681,2015,253,11
10,681,2016,255,12
10,681,2017,228,12
10,681,2018,173,19
10,681,2019,150,17
10,681,2020,190,32
10,681,2021,143,39
10,681,2022,113,44
10,681,2023,109,26
10,681,2024,136,22
10,681,2025,163,28
10,740,2008,1914,252
10,740,2009,2339,203
10,740,2010,2350,192
10,740,2011,2160,309
10,740,2012,2218,249
10,740,2013,2346,234
10,740,2014,2429,208
10,740,2015,2619,218
